seqid	P25307_1001_S1	P25307_1002_S2	P25307_1003_S3	P25307_1004_S4	P25307_1005_S5	P25307_1006_S6	P25307_1007_S7	P25307_1008_S8	P25307_1009_S9	P25307_1010_S10	P25307_1013_S13	P25307_1014_S14	P25307_1015_S15	P25307_1016_S16	P25307_1017_S17	P25307_1018_S18	P25307_1021_S21	P25307_1064_S64	P25307_1065_S65	P30414_1055_S55	P30414_1056_S56	P30414_1057_S57	P30414_1058_S58	P30414_1059_S59	P30414_1060_S60	P30414_1061_S61	P30414_1062_S62	P30414_1063_S63	P30414_1064_S64	P30414_1065_S65	P30414_1066_S66	P30414_1067_S67	P30414_1068_S68	P30414_1069_S69	P30414_1070_S70	P30414_1071_S71	P30414_1072_S72	P30414_1073_S73	P30414_1074_S74	P30414_1075_S75	P30414_1076_S76	P30414_1077_S77	P30414_1078_S78	P30414_1079_S79	P30414_1080_S80
e5c63cf7da1cc3b9e60f6fa03cd0f5d2	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	1043	381	269	25	0	0	0	0	0	0	124	425	191	204	14	0	0	0	0	0	91	508	0	13	197	166	113	147	124
96105fa77a78ed53c770798af2971cd2	6	0	970	0	0	1065	0	3	481	31	0	0	0	0	0	0	666	329	262	0	23	0	0	0	0	0	58	65	16	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
b2c7f041de049bf2616f5efb52db4ca2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	92	119	4	0	12	0	0	0	0	315	1622	278	206	0	0	0	0	0	0	60	324	0	15	53	139	123	151	145
dcefaeebcc585509dbf3693a180df795	0	0	0	0	0	0	0	0	0	31	0	0	6	0	9	0	1652	756	679	7	0	0	0	0	0	0	137	233	42	45	0	0	0	0	0	0	0	70	0	8	48	50	30	39	22
0c7e8445520692a8fc80df8778bf0ecf	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	1060	388	262	57	0	0	0	0	0	0	54	230	65	74	9	0	0	0	0	0	112	438	0	19	297	274	169	166	126
95df4ddb3a07e2a080bbd441fe8a1331	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	1014	241	300	22	0	0	0	0	0	0	15	138	69	98	9	0	0	0	0	0	215	880	0	17	159	131	117	143	141
e81ba186c2cdae06a01d89ef51540dde	0	0	0	0	0	0	0	0	0	14	0	0	3	0	14	0	1609	644	695	0	0	0	0	0	0	0	76	256	101	95	2	0	0	0	0	0	35	191	0	4	0	0	0	0	0
1e728069bd76d402ff28a9b099fae0b0	7	37	12	2	7	7	7	21	0	20	4	12	5	0	4	0	1122	713	688	0	0	18	0	246	0	59	149	304	90	49	0	0	0	0	0	0	24	91	0	3	7	8	0	3	0
5d0820c2a63426606b762c638adc7640	0	0	105	0	0	296	0	0	2884	0	0	0	0	0	0	0	60	53	43	0	17	0	0	0	0	0	23	53	8	11	0	0	0	0	0	0	0	8	0	0	5	9	0	0	2
a231f3fa92c2cae6605568ffd1a527fc	0	0	0	0	0	12	0	0	24	12	0	0	8	0	13	0	1775	791	814	0	0	0	0	0	0	0	4	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9c0705394c826634e9f5e4f40df82aa5	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	939	290	269	0	0	0	0	0	0	0	96	333	130	156	16	0	0	0	0	0	118	477	0	17	165	122	80	104	82
524698743ce3747e272f39fb8e765c0e	0	0	0	0	914	0	0	2433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70cfe863cbadf51d69629fd438d6cb2e	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	392	150	112	40	0	3	0	0	0	0	288	480	211	157	13	0	0	0	0	0	158	921	0	23	55	80	66	71	39
460a90067cdaff6f0a070d37b1f01812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	153	179	7	0	6	0	0	0	0	205	838	351	375	0	0	0	3	0	0	34	259	0	5	82	84	75	120	63
83df7a2ffaf603bc5079e1f9a831189f	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	307	94	107	0	0	4	0	3	0	0	379	1058	455	256	0	0	0	0	0	0	38	288	0	3	35	43	30	50	29
17379afe5f495ced4610481d4399dfe5	2	0	0	6	0	0	16	0	0	0	0	0	0	2089	927	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69cff643b6a2d3bd96dfd07cc08b8807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	142	124	23	0	22	0	0	0	0	247	860	304	272	0	0	0	0	0	2	66	359	0	0	104	85	67	77	77
ac2c71af55beebc044a6a871b1bfb49e	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1451	483	399	0	0	0	0	0	0	0	207	309	115	67	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
cfa7e86c9bf2148e6f60dcb0fcadec09	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	739	315	274	35	0	3	0	0	0	0	111	315	185	81	0	0	0	0	0	0	78	247	0	12	123	161	98	140	110
6aebe3e82e56c89d7398f24f55dbb966	0	0	98	0	2848	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ad34a12a8b2ee25bead68c29094fc291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	51	39	14	0	0	0	0	0	0	188	686	249	436	27	0	0	0	0	0	116	612	0	25	90	90	51	67	41
9350ac9371328beffb62b9d3d70a129e	0	0	0	0	0	0	0	0	0	13	0	0	0	0	9	0	955	380	226	47	0	0	0	0	0	0	73	142	53	73	5	0	0	0	0	0	39	93	0	7	173	151	67	137	98
2807c6c706ee82b501df5efecbbec8c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	61	59	0	0	10	3	194	0	0	631	942	355	196	0	0	0	0	0	0	11	112	0	14	4	0	0	8	0
e9857e9401c93d4c6d8e9697062d2c5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	52	0	32	0	0	0	0	0	0	185	596	199	223	34	0	0	0	0	0	173	926	0	56	38	60	32	0	0
cf8660dd106a3b9439f2eda965404f96	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	292	123	121	14	0	0	0	0	0	0	41	105	51	39	10	0	21	552	0	0	65	164	0	0	283	273	170	224	116
c1e228050e57b5a315ab3ee6e8cd2a6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	236	691	50	206	0	0	0	0	0	0	197	1137	0	4	25	25	13	21	21
3a6be411290ffd7314517a80b1a9b05f	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	975	291	238	17	0	4	0	0	0	0	44	178	93	57	6	0	0	0	0	0	31	175	0	4	135	120	53	111	67
5720b7ddefb54bea2b515c2ec9836976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	919	281	276	46	0	0	0	0	0	0	2	31	10	24	0	0	0	0	0	0	73	350	0	5	140	123	95	143	98
0b71a679d52c6584b7caa5d7b948af9d	0	0	571	0	0	432	0	0	1309	16	0	0	0	0	0	0	16	15	0	11	37	0	0	0	0	0	0	18	12	0	0	0	0	0	12	0	85	23	0	0	11	12	14	12	11
c4af04cce57a96115f42a130dd099c85	19	9	0	149	541	7	1727	64	4	0	0	15	6	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
0cc2d1f03911b00f8a7139ce3b7cb71e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	33	0	0	9	0	0	0	0	125	428	113	121	54	0	0	3	0	0	229	1096	0	41	32	35	31	59	50
da87edf4b84f1a3bc3a299970613ac05	77	0	0	124	0	0	253	0	0	0	0	0	0	771	949	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82e6d0ddec5413d5af83933012e881ed	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	674	176	151	35	0	0	0	0	0	0	37	191	52	52	0	0	0	0	0	0	115	376	0	14	193	133	114	88	93
940780bdaf685c3df526ec65a0260fd8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	65	361	136	135	1238	0	0	0	0	0	62	334	0	16	30	24	0	22	0
b4dbe5d8e764d277b9899ddab8ac323c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	194	112	28	0	0	0	0	0	0	138	325	141	76	6	0	0	0	0	0	59	318	0	0	87	107	90	113	86
57d4c1451c870705751d44b9a4eb461f	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	344	80	70	9	0	0	0	0	0	0	89	359	67	55	0	14	29	24	0	31	10	18	0	0	308	269	242	205	157
6f8480924a7feadd3597b704edd23359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	42	30	1774	370	0	0	0	0	0	15	24	7	6	0	0	0	0	0	0	2	18	0	0	0	15	14	8	10
005a9bdd3398b49f515e429a2a886b10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	533	68	120	0	0	0	13	511	40	73	417	0	0	0	0	0	0	0
6cc3703221dd86cc90586561d5d77d8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	5	7	8	0	2	0	0	0	0	113	531	215	169	38	0	0	0	0	0	184	745	0	94	56	41	30	28	31
a17b71ac27227b2feaf8b48f1a7d5569	118	0	0	137	0	0	284	0	0	0	0	0	0	714	764	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67360417b9620146da69016f354ce640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	54	55	0	0	9	0	0	0	0	304	560	98	506	0	0	0	0	0	0	84	464	0	21	6	0	2	11	3
f3aceee1cd31b705f9440b4843cc2585	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	744	218	162	0	0	0	0	0	0	0	0	113	41	68	0	0	0	0	0	0	42	208	0	0	172	145	114	119	124
8ae4cec16c230d48ea40faf01223a85d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	107	73	34	0	2	0	2	0	0	172	434	179	114	4	0	0	0	0	0	94	442	0	12	63	85	73	73	62
195cda4528597109859bff77fcc2c40b	0	0	56	0	9	46	0	0	0	0	0	0	0	0	0	0	74	38	38	0	0	45	448	696	0	0	58	138	66	45	0	0	0	0	4	0	219	233	0	30	6	13	10	0	6
13192aa7aa8202d30c22f15256620bb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	252	201	0	0	0	0	0	0	0	0	128	40	42	0	0	0	0	0	0	60	237	0	0	150	101	112	103	132
ea5604fe761cff6112e72f244a5e9c20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2147	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78d7188b9c65addb810b4eecd3c352d3	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	644	184	186	20	0	0	0	0	0	0	7	61	24	34	11	0	0	0	0	0	87	421	0	5	125	90	75	105	111
f59f61e9d52d199fd2bb6fc73722a74a	0	0	621	0	0	1359	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e6df04acf813497594d79314c4b1fec5	0	0	0	0	17	0	0	26	0	0	0	0	17	0	0	0	59	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	974	706	0	15	0	0	0	0	0	0	0
02dbded575407af9581872dc15a78826	65	0	0	64	0	0	211	0	0	0	0	0	0	794	856	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de7d6ee31b639a98bd30e7c4a279b7dd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	997	1025	9	58	0	0	0	0	0	0	0
b368458d0f83838ab7769bc4864dfc57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	30	23	6	0	4	0	0	0	0	134	558	186	200	83	0	0	0	0	0	81	434	0	3	65	61	32	39	21
8ca443705ae83d0cd8ddf6eb7879dff5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	24	29	22	0	0	0	0	0	0	117	487	202	164	0	0	0	0	0	0	66	326	0	17	132	113	97	119	111
26b255469a8681f58a51622b533e3f1f	31	0	12	0	0	0	4	189	0	2	12	0	5	0	0	0	355	154	148	7	0	393	1	528	0	12	0	11	3	4	0	0	0	0	0	0	3	0	0	0	38	60	35	32	29
04b5d53f7e739c177d0f0cff5e70d7aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	147	136	0	0	0	0	0	0	0	63	274	134	97	0	0	0	0	0	0	0	135	0	0	112	98	79	67	78
6f4c08c4872f068cfee3d57cd06f7bb4	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	556	213	125	27	0	0	0	0	30	0	68	204	63	61	0	0	0	0	0	0	41	194	0	0	96	78	69	73	76
5b455d4f31d9c6ee3c2f25bda393a009	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	681	164	182	12	0	0	0	0	0	0	0	51	19	23	5	0	0	0	0	0	110	382	0	8	85	79	33	79	60
a5c8dba4b698f9910bccfe55d553d17a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	74	67	0	0	0	0	0	0	0	308	366	64	98	0	0	47	15	73	59	95	555	0	21	0	0	0	0	0
dbbab9245beb763eda61a16ba911a94a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784	1171	0	4	0	8	0	0	0	0	0	0	0
90f47e7b40bcae7b7e357e74ebc3828c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	335	69	110	7	0	0	0	0	0	0	52	343	152	123	0	0	0	0	0	0	17	144	0	5	165	117	77	120	96
aad59d4569a4f3b6d82623822d982ebe	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	55	18	41	0	0	0	0	0	0	0	0	0	0	0	4	0	561	0	1066	172	0	0	0	0	0	0	0	0	0
4fb6b6a6a99ae8f65309c97404acec47	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	209	84	78	20	0	0	0	0	0	0	140	554	207	142	0	0	0	0	0	0	29	134	0	0	79	48	50	67	51
55a72ab293d8126c71dce8b07e7b8af2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	41	46	16	0	6	0	0	0	0	144	451	166	137	0	0	0	0	0	0	54	306	0	6	63	76	61	82	57
0968171bb17d0660dc0bbc7e987682f8	63	0	0	89	0	0	200	0	0	0	0	0	0	671	703	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47e84964859be54e0e5bbf109a481589	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	498	303	153	21	0	0	0	0	0	0	27	128	30	36	5	0	0	0	0	0	39	163	0	10	129	102	91	87	59
8cf74c9845b5fea3f98a1e53d7e8b574	0	0	0	0	0	0	0	0	0	21	0	0	6	0	2	0	540	146	133	15	0	4	0	0	0	0	13	152	73	56	7	0	0	0	0	0	61	252	0	16	122	78	42	71	70
23aaf3f03e37cb975e0fdaa7f5c5d06b	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	259	255	24	0	0	0	0	0	0	70	267	115	85	3	0	0	0	0	0	0	176	0	8	184	135	124	146	0
a06a83646ef4206839398a85540d7a16	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	632	264	194	0	0	0	0	0	0	0	37	116	51	42	0	0	0	0	0	0	78	233	0	10	48	50	0	32	0
7a3372301726f3c450c16e89b41f919f	138	0	0	145	0	0	343	15	0	0	0	0	0	451	602	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d8b3d54af0d5a82afe4eabf5486ee4ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	110	457	200	137	0	0	0	0	0	0	109	410	0	23	47	48	37	38	33
76ca0b10a2f1e82c71d6aaa7f7ef5083	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	374	129	99	0	0	0	0	0	0	0	87	314	104	85	8	0	0	0	0	0	67	276	0	0	59	51	34	38	34
d1a2cbb1540276dbee0aec11c3620f9d	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	1110	277	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc59eedca7f8fccb8d543824ed4a6ec0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	583	148	160	22	0	0	0	0	0	0	17	86	32	40	0	0	0	0	0	0	38	172	0	3	97	71	65	82	99
429cca355e99192e03519432dbddce59	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	472	198	104	0	0	0	0	0	0	0	36	132	61	47	69	0	0	0	0	0	70	247	0	0	67	60	38	56	43
89a3a5ac05b52f3a62804a7d9114f53a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	33	39	0	0	19	57	980	56	29	22	78	30	14	21	0	0	0	0	0	40	120	0	0	38	38	18	17	21
89752922f7a6ddef0e568a6ad099c935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	113	111	0	0	0	0	0	0	0	0	0	0	0	18	25	0	0	0	0	373	765	0	0	0	0	0	0	0
640bf4546113bb38a29066de03169b46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d5a281a646d2e5895dd54c14375d31c6	0	0	0	0	0	0	0	1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c0a4b3463ead787ef534f247c2b5d07	72	0	0	46	0	0	165	0	0	0	0	0	0	645	654	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9551887fe394143f2217db4a4708902e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	12	0	0	5	0	0	0	0	8	55	11	33	14	21	57	52	118	79	163	865	0	37	20	31	10	23	14
9d0472d3d77c7b469a29b164d153e60c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	34	42	16	0	0	0	0	0	0	34	215	70	78	3	0	0	0	0	0	103	628	0	6	60	74	57	94	51
edec759c19e62ef53ad121a1c939b694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	96	58	40	0	0	0	0	0	0	26	73	26	26	0	0	0	0	0	0	29	127	0	4	218	159	132	141	112
efe6aeffff905529d51c1984ed628124	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	291	73	60	9	0	0	0	0	0	0	8	137	45	51	0	0	0	0	0	0	131	574	0	17	50	35	22	52	41
52f81e428fc80a494a844c66cebb118c	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	500	215	118	19	0	0	0	0	0	0	95	179	99	62	0	0	0	0	0	0	7	34	0	6	35	65	42	59	57
1b4fb391618afca7692f01e8b415107c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1390	0	9	81	0	80	0	9	0	0	0	0	0
c17c075dc2c7070c52ba049f664cdd93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	59	59	0	0	209	211	837	23	0	13	37	5	0	0	0	0	0	0	0	0	9	0	0	3	10	7	6	2
2858c22fe3f1ad957215496fbb43afec	0	0	0	0	0	0	0	0	0	15	0	0	7	0	0	0	601	368	321	0	0	0	0	0	0	0	0	58	23	19	0	0	0	0	0	0	0	24	0	0	22	41	18	23	23
f63b68f5f4d2be1d42a726b7cbca4352	0	0	0	0	0	0	0	0	23	0	0	0	0	0	9	0	730	339	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12446bf49c569b192de8e27ac9a30694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	11	18	3	0	0	0	0	0	0	114	349	133	107	0	0	0	0	0	0	78	595	0	6	13	13	8	12	12
9bcf15c25ed0f6e5bb8615d3e53703f9	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	401	91	96	9	0	0	0	0	0	0	5	86	20	51	0	0	0	0	0	0	92	445	0	15	42	47	42	47	27
2b13a417abeb677f2515ff067781806a	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	108	59	47	7	0	0	0	0	0	0	43	79	20	61	27	0	462	0	16	122	43	246	0	0	21	41	24	40	38
4d05249b16d1e90f08fdbe7c1ee7aa67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	179	78	39	0	0	0	0	0	0	51	91	35	33	0	0	0	0	0	0	46	216	0	4	65	82	47	71	61
3c7440dc9e117b3dfcfd7d5ff0b69eba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	51	0	20	0	0	0	0	110	1087	0	0	0	142	11	0	0	0	0
ecdd51777545f9514589bfbe3f6c1c20	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	511	376	251	0	0	0	0	0	0	0	84	87	33	17	0	0	0	0	0	0	10	52	0	0	0	10	11	9	0
b528573a5876aa834e34f969b9393e23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	18	0	0	8	0	0	0	0	138	606	236	171	0	0	0	0	0	0	0	0	0	0	66	52	18	28	18
79b5b618f251890b712f5a76461d409f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1303	0	0	0	0	0	0	30	68	14	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
c8cb051eb9ea59956e7f650c2b1e38f4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	200	45	48	0	0	3	0	0	0	0	46	202	126	102	0	0	0	0	0	0	43	336	0	6	57	54	46	42	28
26155510ed12098cdcb884dac8325aeb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	118	115	0	0	0	0	0	0	0	63	197	82	78	12	0	0	0	0	0	0	125	0	0	47	37	35	58	41
af573f723b542bd155141f531b5c742f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	9	9	0	0	4	0	0	0	0	130	647	290	188	0	0	0	0	0	0	0	4	0	0	18	7	12	24	14
3b7cee636918b4b567edca63251ed6b8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	215	81	70	16	0	0	0	3	0	0	96	224	92	51	0	0	0	0	0	0	58	321	0	10	27	30	20	31	30
c2bd7c0318f249308e80ea90f0aa98a5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	623	304	331	26	0	0	0	0	0	0	9	27	0	4	0	0	0	0	0	0	0	22	0	0	10	9	7	0	0
6376307a485389a6bde88b9fc39770ab	0	0	39	0	0	39	0	0	666	5	0	0	0	0	0	0	188	74	50	282	0	0	0	0	0	0	5	20	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
9e05110f6a8aca3094e39756e242cfa6	0	0	0	0	0	0	0	0	0	0	174	134	194	0	0	0	9	0	0	0	0	0	0	0	430	426	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
b182a80285ed7ba7e6912dc2cbe2cee2	0	0	0	0	0	0	0	1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b37172d12211e592ce17cb50682dae4e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	29	13	5	0	3	0	0	0	0	74	290	87	61	0	0	0	0	0	0	99	583	0	5	11	15	6	14	6
dc3a19f53ac0d77e0d2c057692c5c597	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	264	222	69	21	0	0	0	0	0	0	34	81	27	18	0	0	0	0	0	0	31	218	0	9	55	86	78	60	51
a0e8bfca07084e71d00e6257fd08c7a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	165	627	165	174	0	0	0	0	0	0	27	154	0	0	0	0	0	0	0
0911cba59c593e301092507c46bbd73d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	78	44	9	0	0	0	0	0	0	106	253	91	51	0	0	0	0	0	0	54	279	0	12	17	30	29	32	30
0d7e21bdc1d102296abaf8a8a32b2045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b5072fc79b455f2c21b24d42cc9cee4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	167	118	15	0	0	0	0	0	0	20	61	21	23	4	0	0	0	0	0	26	143	0	5	60	42	34	46	55
5eba5d2eea7c86e01f381db9ec91b3d0	39	0	0	35	0	0	97	0	0	0	0	0	0	615	421	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37573e0ec0bd9a20903bdc88e61a1ae4	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	577	369	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175df2adda094460661949a2491c9b27	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	268	63	55	4	0	0	0	0	0	0	43	282	125	139	10	0	0	0	0	0	13	48	0	0	56	69	27	28	30
33374b32036b5047c91ca0dcaaf6e68f	0	0	0	0	0	0	6	0	0	0	0	0	0	808	392	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ea6a3bf4275a143eaee7b0a3b3cfc80	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	460	137	156	20	0	0	0	0	0	0	0	127	43	40	0	0	0	0	0	0	0	0	0	0	61	45	48	64	0
54492758b1a60d7040f7bc395c2fd753	0	0	0	0	0	0	0	0	0	6	0	0	2	0	4	0	362	107	107	10	0	0	0	0	0	0	3	73	19	24	2	0	0	0	0	0	72	245	0	6	43	41	21	40	51
8e9d08d0a7ec0b5cb3019cd1c22d23f2	0	0	0	0	0	11	0	0	41	7	0	0	0	0	5	0	430	158	218	0	0	0	0	0	0	18	15	50	0	11	61	0	8	0	35	0	0	65	0	0	9	30	21	20	21
bb0cdb25e14cdda6f37b332a30ae38b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	12	6	0	0	0	0	0	0	0	12	73	13	44	0	0	0	0	0	0	120	845	0	7	10	19	20	17	9
f02a201dddcbd4903ac3c372e7467f34	68	0	0	74	0	0	150	0	0	0	0	0	0	352	429	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35cead74c1fed0fbaba65a77a525a78b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	11	0	0	0	0	0	0	54	224	66	65	0	0	0	0	0	0	111	565	0	12	23	28	8	10	13
