Genus	P28660_2001	P28660_2002	P28660_2003	P28660_2004	P28660_2005	P28660_2006	P28660_2007	P28660_2008	P28660_2009	P28660_2010	P28660_2011	P28660_2012	P28660_2013	P28660_2014	P28660_2015	P28660_2016	P28660_2017	P28660_2018	P28660_2019	P28660_2020	P28660_2021	P28660_2022	P28660_2023	P28660_2024	P28660_2025	P28660_2026	P28660_2027	P28660_2028	P28660_2029	P28660_2030	P28660_2031	P28660_2032	P28660_2033	P28660_2034	P28660_2035	P28660_2036	P28660_2037	P28660_2038	P28660_2039	P28660_2040	P28660_2041	P28660_2042	P28660_2043	P28660_2044	P28660_2045	P28660_2046	P28660_2047	P28660_2048	P28660_2049	P28660_2050	P28660_2051	P28660_2053	P28660_2054	P28660_2055	P28660_2056	P28660_2057	P28660_2058	P28660_2059	P28660_2060	P28660_2061	P28660_2062	P28660_2063	P28660_2064	P28660_2066	P28660_2067	P28660_2068	P28660_2069	P28660_2070	P28660_2071	P28660_2072	P28660_2073	P28660_2074	P28660_2075	P28660_2076	P28660_2077	P28660_2078	P28660_2080	P28660_2081	P28660_2082	P28660_2083	P28660_2084	P28660_2085	P28660_2086	P28660_2088	P28660_2089	P28660_2090	P28660_2091	P28660_2092	P28660_2093	P28660_2094
AaIE-18	0	9.696333645137003e-5	5.099335046709909e-5	0	0	0	0	0	0	0	0	0	0	0	0	1.0738695943299685e-4	2.7642477909847394e-4	1.8018646392783242e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abditibacterium	3.613408636769323e-5	0	0	3.428978987216766e-5	0	0	0	0	0	0	0	0	0	0	0	0	9.531888934430135e-6	0	0	0	0	7.725909625165228e-4	0.0033857478544296864	3.2306140300081374e-4	4.2932379863075203e-4	0.005392286480565104	0.0014820376545527263	2.328053824604425e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abiotrophia	2.5293860457385265e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1045540979598e-5	0	0	2.62106421302547e-4	0	0	0	0	0	0	0	0	0	9.599831674184343e-4	0.0012595509624942144	7.210540994646513e-4	0	0	0	5.997398051922089e-4	0	0	0	0	3.382448061619896e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC-14	0.0029521548562405375	0.004021126599895051	0.0017286745808346592	0.0020162396444834588	0.009931512376730348	0.004597488921713442	0.002804986642920748	0.0014045995954753165	0.0018841262364578427	0.013812364520218988	0.03603313458385922	0.021225209879547388	0.0630568027938137	0.004149444849663668	0.03598979110860743	0.002754159665458037	0.004622966133198616	0.002069238101880914	0.04795960055427096	0.03846453697654975	0.01679400035897956	0	0	7.619372712283343e-5	0.001150325597857969	0.0010765685793072187	0.0016047228908567602	1.1640269123022125e-5	0	0	6.0451370231058574e-5	0	0	0	8.346422040624313e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.211650935201806e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC-64	0.0016477143383668116	0.0017282288791038306	5.405295149512504e-4	0.001172710813628134	0.0010168233148440064	0.002058714918759232	1.335707925200356e-4	0	0	0.002144305321032305	1.2476244360302332e-4	0.002159630125319382	0	7.996326012372694e-4	1.4945449110745777e-4	8.906800752972091e-4	1.2868050061480682e-4	0.001078212550277836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ac37b	0	0	0	0	0	0	1.2721027859051011e-5	0	0	8.179911306390264e-5	1.1605808707257982e-4	7.300158170093685e-5	0	0	2.299299863191658e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaryochloris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.141516399540706e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.244508096522477e-4	0	0	0	0	0	0	0	0	1.5780545217837277e-4	0	0	0	0	0	0	0	0	0	0	0	0.001920867134306344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter_A	0	0	0	1.3715915948867065e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidibacillus	7.949499000892512e-5	2.737788323332801e-4	4.8443682943744135e-4	4.3890931036374606e-4	0.006246200362613182	5.785327424913836e-4	1.3993130644956113e-4	0	0	0.0031726370281213666	2.3211617414515965e-4	7.604331427180923e-4	2.0668519706364477e-4	9.725261366399222e-4	0.0015347826586804318	5.243010372316905e-4	8.959975598364328e-4	2.3831112971100417e-4	0.00786761516074279	0.0018683850432416882	2.107053948384982e-4	0	0	0	0	0	0	0.0027820243204022877	0.002759125264286999	1.5949387277705416e-4	2.753895754970446e-4	1.1205988480243842e-5	0	0	0	0	0	0	0	0	0	0	6.087567314446266e-4	0	4.7472955250805554e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidibacillus_A	7.949499000892512e-5	0	0	0	1.0760035077714354e-5	0	1.208497646609846e-4	3.8704522186430945e-4	1.1775788977861517e-4	2.2786895782087163e-4	0	1.5208662854361845e-4	0	0	0	0	8.578700040987123e-5	0	0	0	0	0	0	0	0	0	0	4.1516959872112244e-4	0.0011036501057147994	3.987346819426354e-5	0.003996507254164428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidibrevibacterium	0	7.985215943054003e-5	1.12185371027618e-4	9.601141164206946e-5	3.3894110494800216e-4	0	0	0	0	1.4022705096669024e-4	0	6.691811655919212e-5	0	7.564092173866062e-5	1.0921674350160375e-4	7.580255959976249e-5	8.578700040987123e-5	4.068726604822022e-5	0.0010360992128173054	3.252871801902796e-4	1.2746375737143718e-4	0	0	0	0	0	0	0	0	0	0	0	7.705479452054794e-5	0	0	0	0	0	0	0	0	0	0	0	1.7208946278417014e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acididesulfobacter	7.768828569054046e-4	0	0	0	3.012809821760019e-4	5.5391432791728215e-5	0	1.8727994606337552e-5	0	0	0	0	0	0	2.299299863191658e-5	0	6.624662809428945e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	8.060182697474476e-5	5.602994240121921e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidiferrobacter	0.0023848497002677536	0.0011179302320275604	0.001172847060743279	1.0972732759093652e-4	8.554227886782911e-4	1.0462826193993106e-4	0.0028622312682864775	2.4970659475116737e-5	0.0016395521576868727	3.038252770944955e-4	0.0019991005498251877	6.570142353084317e-4	0.003299836077257501	0.0016208768943998704	0.0018509363898692847	5.558854370649249e-4	0.0020684198987713396	2.731859291809072e-4	0.002072198425634611	0.001752787119702994	0.004346774256483093	0	0	9.752797071722679e-5	0	0	2.6500011041671266e-4	0.007259647843058131	0.0018073820551453034	5.748424998006326e-4	3.4255776464266527e-4	5.602994240121921e-5	0	0.0025117367805057664	0.0022383586381674292	0	0	0	0	0	4.6385129100474226e-4	5.583254155606273e-4	0	0	0.0022579324341164392	0	0	0	0	0	0	0	0	0	0	8.166598611678236e-4	0	0	0	0.0023180343069077423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidiphilium	0.0018464518133891243	0.0020875635965412606	0.0014431118182189043	0.0014195973007077411	0.0069240825725091866	4.862136878385032e-4	0.009388118559979647	0.0014670262441631083	0.03509185115402732	0.017025901104872305	0.0028666347506927214	0.01805572454069838	0.00739790463972632	0.01024394197260718	0.06078774013312946	0.0015413187118618371	0.02193764238259096	0.0011450559159284833	0.06031276718513745	0.0249073200368838	0.028871841695215946	0	0	0	0	0	0	0.03174301389848133	0.11497491986136171	0.15158231212950904	0.033543793659322946	0.15380779488558685	0.0023116438356164384	0	4.3249641483235075e-4	0	0	3.384495625539404e-5	0	0	3.687761816683665e-4	0.0018806750839936918	0.0013462889253102318	0	0	5.14517982403485e-5	0	0	0	0	0	0.0037105751391465678	0	0	0	0	0.003826530612244898	0.0024193548387096775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidipila	0	0.0011179302320275604	0	8.435288308553245e-4	2.1520070155428708e-4	1.9694731659281143e-4	8.968324640630963e-4	7.616051139910606e-4	0.00437515852023624	0.0020391350328072873	7.688848268558413e-4	5.535953278987711e-4	6.77072197277457e-5	4.160250695626334e-4	7.472724555372888e-5	0.00305105302389044	3.9080744631163556e-4	1.133430982771849e-4	6.738856668730442e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidisoma	2.637788304841606e-4	0.0011578563117428304	0.001177946395789989	8.298129149064574e-4	2.6900087694285886e-4	5.816100443131462e-4	0	0	0	8.179911306390264e-5	8.153080616848732e-4	7.300158170093686e-4	0	0.0037496285490450335	0.0010519296874101835	0.003638522860788599	0.0013201666174185737	0.0014705540443142452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidisphaera	0.0034760991085720895	0.007768474367456823	0.003253375759800922	0.0020436714763811927	0.0057297186788828934	0.002267971442639094	0.005864393843022516	0.010955876844707469	0.05974854161382659	0.0023079035471601102	0.0034382208295251774	0.004483513809465872	0.0012222934929798305	0.027987141043304426	0.01285308623524137	0.009020504592371737	0.007701766259019549	0.002534235428146288	0.0027250251654178724	0.003535145801241468	0.011807306014468437	0	0	0	0	0	0	0.0036084834281368584	0.015441801057768023	0.016790052898801137	6.045137023105858e-4	5.042694816109729e-5	0	0	0.002739143960604888	0	0	1.692247812769702e-5	0	1.7530855844079954e-4	0	0	0	0	8.100072989668698e-4	0.007717769736052275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066844919786096255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus	9.033521591923309e-5	1.1407451347220004e-4	3.110594378493044e-4	8.22954956932024e-5	5.218617012691461e-4	7.693254554406697e-5	1.4629182037908663e-4	0	0	2.9213968951393797e-5	1.1025518271895083e-4	1.642535588271079e-4	1.6748628037916043e-4	1.6749061242131994e-4	0.0010806709357000792	6.316879966646873e-5	0.001196252061270982	3.7781032759061634e-5	0	1.5592278058707614e-4	0.001433316945135957	4.760039105552036e-5	0	0	0	3.777433611604276e-5	0	0.3435004617306752	0.3363218690128532	0.18487998086073526	0.09269881783987104	2.409287523252426e-4	0.0016695205479452056	0.0032415869968307406	0.002587390832593537	0	0	2.538371719154553e-5	6.197317566464137e-4	0	2.3336617746201317e-4	0	0.00888550690704753	0	0.004305203629307429	0.004321951052189274	0	0	0	0	0	0.012059369202226345	0	0	0	0	0	0.0064516129032258064	0	0.005099675475197033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2090274046211715e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithrix	7.226817273538647e-5	7.985215943054003e-5	0	0	0	0	0.0014565576898613408	5.618398381901266e-5	0	0	0	1.8250395425234213e-5	0	8.104384471999351e-5	0	3.1584399833234366e-5	9.531888934430137e-5	0	7.328506627244355e-4	1.747410472096543e-4	0	0	0	0	0	0	0	0.005377804334836221	0.060083827805782385	8.971530343709295e-5	0.004359215475550779	0.0033786055267935188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidobacterium_A	9.503264714703321e-4	0.0021388971276037508	0.005007547015869131	0.005774400614473034	0.001312724279481151	0.0018833087149187592	0	0	0	0.0017177813743419553	0.0021615818717267993	0.003011315245163645	4.240610077685126e-4	0.0019342464273171787	0.0016727406504719313	0.0033100451025229616	0.004904156856764305	0.004365162400316198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidocella	0	0.0018423033925760307	4.2834414392363233e-4	0.011432215943380699	4.5730149080286e-4	2.461841457410143e-4	0.0014629182037908662	6.242664868779184e-5	1.7210768506105293e-4	0.005328627936734229	0	0.001137607981506266	0	0.0026636410297971205	0.010645758366577376	7.138074362310967e-4	0.004127307908608249	8.834949199042106e-4	0.001537301677554132	9.086534454902024e-4	3.095548393306332e-4	0	0	0	0	0	0	0.0020448072759442198	0.0010509477130261713	0	0.017362976894142935	0.001989062955243282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidoferrum	6.03439242340477e-4	0	0	4.800570582103473e-5	0	0	0	0	1.8116598427479256e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidothermus	0	0	0	0	0	0	3.816308357715303e-5	0	0	0	0	0	0	0	0	3.537452781322249e-4	0	6.97495989398061e-5	0	0	0	0	1.2071903626905186e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidovorax	5.781453818830918e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.377244286232403e-4	0	0	0	0	0	0	0	0	0.002756849315068493	7.561511250213695e-4	8.118792348607286e-4	6.462277306522819e-4	0.0012981499322349407	0.0013030308158326705	2.5542998077994077e-4	1.5377943722877152e-4	4.292785239733329e-4	0	0.003623273238117537	0	0.003741462285704113	0	0	0	0.0031620553359683794	0	0	0	0	0	0	0	0	0.007258064516129033	0	0	0	0	0	0	0	0	0	0.014814814814814815	0	0	0	0	0	0	0	0.011737089201877934	0	0	0	0	0	0	0	0	0	0	0	0.017587939698492462	0	0
Acidovorax_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1142755078966083e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidulodesulfobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3659322944653413e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter	1.3008271092369565e-4	0	0	0	1.2374040339371506e-4	6.462333825701625e-5	1.0176822287240809e-4	1.3109596224436288e-4	8.152469292365666e-5	0	0	0	4.3831515929014324e-4	2.1611691925331603e-5	6.32307462377706e-5	8.211943956640936e-5	3.336161127050547e-5	6.393713236148892e-5	0	0	1.8469238313004166e-4	0.004419513231077929	4.2111291721762277e-5	9.752797071722679e-5	2.8840071969088687e-4	0.0025403241038038757	0	0	2.7901266717508976e-5	0	8.731864588930682e-5	9.525090208207267e-5	0.00464041095890411	0.02455847349525926	0.07241659268701676	0.12593277871121783	0.5337804738655476	0.6656964445873453	0.8564232265412687	0.9148861570826196	0.8537341469457842	0.046654455338864344	0.0981444626551159	0	0.3448791516582897	0.12293549659560601	0.020958083832335328	0.05526315789473684	0.6814229249011857	0.020689655172413793	0.07992895204262877	0.3385899814471243	0.040955631399317405	0	0	0.7954267047774601	0.022959183673469385	0.09032258064516129	0	0.3565136764024108	0.05080213903743315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03225806451612903	0	0	0	0.013850415512465374	0
Actinocrinis	3.974749500446256e-5	0	0	1.0286936961650299e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	2.034363302411011e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6300908696395462e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomarinicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2633387516528682e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces	0	0	0	0	0	7.693254554406697e-5	0	0	0	0	7.833920877399138e-5	0	0.0011153873565676003	0	0	0	0	0	0	1.693643996032034e-4	4.1620818733530514e-5	0.0028523618947884897	7.58003250991721e-5	1.1581446522670682e-4	0	0.005685037585464435	3.7050941363818164e-4	0	1.0540478537725613e-4	0	0	0	0.0016952054794520549	0.0051155267414489175	9.863953320737824e-5	8.196888583536839e-4	0.0017308665763132542	0.0012691858595772765	0	0	0	0	6.029033013345821e-4	0	0.0030056314793166267	6.517227777110811e-4	0	0	0	0	0	0.0027829313543599257	0	0	0	0	0	0	0	0.0027816411682892906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetospora	0	0	0	0	0	0	0	0	0	0	0	0	6.058014396693037e-5	0	0	0	0	0	0	0	0	0	0	5.485948352844007e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinospica	1.5537657138108092e-4	3.764458944582601e-4	0.0031717863990535634	0.0019133702748669555	3.6046117510343085e-4	0.0033357951747907434	3.5618878005342833e-4	0	0	0.001238672283539097	5.773889831860846e-4	7.239323518676237e-4	2.2806642434609079e-4	0	1.7244748973937435e-5	1.705557590994656e-4	1.4297833401645204e-4	9.823068517356025e-4	0	0	0	0	0	0	0	0	0	0	0	0	2.015045674368619e-5	6.891682915349963e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinotalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.116235587410408e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7370107233199077e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adhaeribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.698184228159659e-4	4.660316283875025e-4	0	0.00399172814299432	0	0.003081853135957325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AE-B3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.682019194723737e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeoliella	2.168045182061594e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.394515880296607e-4	0	0	0	0	0	0	0	0	9.075342465753425e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aequoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9761351165342906e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aequorivita	5.781453818830918e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.543953689280103e-4	0	0	0	9.841883982641377e-5	3.4572767031409356e-5	0	0	0	3.2340950764611284e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4231487411267904e-4	0	0	0	0	0	7.791095890410959e-4	0	0	0	0	0	0	0	0	0	2.516974947319129e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8893526390821182e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aestuariivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5266775033057365e-4	5.33356089859834e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.973673829900355e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afipia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4046306315590594e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.076941792222743e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.432984141746641e-4	7.383513148548986e-4	3.474433956801204e-4	0.004447270188869698	0.0011521172515393042	0.0013912505796877415	9.700224269185104e-5	4.030182970306852e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	5.033949894638258e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
